SY_STATUS,OPERATIONAL_SCHOOLS,LEA_NAME,LEA_TYPE_TEXT,AGCHRT,LEA_TYPE,ST,ADDRESS,NUM_BAD_URLS,CHARTER_LEA_TEXT,WEBSITE_CCD,URL,SURVYEAR
1,1,Academic and Career Education Academy,Independent Charter District,1,7,MI,"884 EAST ISABELLA RD, MIDLAND, MI 48640 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://aceaofmidland.org/,http://aceaofmidland.com/,2015
1,1,ACADEMIC ARTS HIGH SCHOOL,Independent Charter District,1,7,MN,"60 E MARIE AVE STE #220, WEST SAINT PAUL, MN 55118 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.academicarts.org,http://www.academicarts.org/,2015
1,1,ACADEMIC LEADERSHIP CHARTER SCHOOL,Independent Charter District,1,7,NY,"677 E 141ST ST, BRONX, NY 10454 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.alcsbronx.org,http://www.alcsbronx.org/,2015
1,2,ACADEMICS PLUS CHARTER SCHOOL,Independent Charter District,1,7,AR,"900 EDGEWOOD DRIVE, MAUMELLE, AR 72113 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.academicsplus.us/news.php,http://www.academicsplus.org/,2015
1,2,ACADEMIE LAFAYETTE,Independent Charter District,1,7,MO,"6903 OAK ST, KANSAS CITY, MO 64113 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",WWW.ACADEMIELAFAYETTE.ORG,http://academielafayette.org/,2015
1,1,Academy Charter High School,Independent Charter District,1,7,NJ,"1725 Main Street, Lake Como, NJ 7719 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.academycharterhs.org,http://www.academycharterhs.org/,2015
1,1,ACADEMY CHARTER SCHOOL,Independent Charter District,1,7,NY,"117 N FRANKLIN AVE, HEMPSTEAD, NY 11550 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.academycharterschool.org,http://www.academycharterschool.org/,2015
1,1,Academy CS,Independent Charter District,1,7,PA,"900 Agnew Rd, Pittsburgh, PA 15227 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://theacademyschools.com/Academy-Charter/Academy-Charter-Overview.htm,2015
1,2,Academy Del Sol  Inc.,Independent Charter District,1,7,AZ,"732 W. Roger Rd, Tucson, AZ 85705 ",1,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.academydelsol.com/,2015
1,5,ACADEMY FOR ACADEMIC EXCELLENCE,Independent Charter District,1,7,TX,"1673 TERRE COLONY COURT, DALLAS, TX 75212 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dallascounty.org,http://www.dallascounty.org/department/juvenile/aae_campuses.php,2015
1,2,Academy for Business and Technology,Independent Charter District,1,7,MI,"19625 WOOD ST, MELVINDALE, MI 48122 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.abtmelvindale.com/index.htm,http://www.abtmelvindale.com/,2015
1,1,ACADEMY FOR INTEGRATED ARTS,Independent Charter District,1,7,MO,"5604 TROOST, KANSAS CITY, MO 64110 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.afiakc.org,http://afiakc.org/,2015
1,1,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),Independent Charter District,1,7,UT,"5715 S 1300 E, SALT LAKE CITY, UT 84121 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.ames-slc.org/,http://ames-slc.org/,2015
1,2,Academy for Science and Design Charter School,Independent Charter District,1,7,NH,"486 Amherst St., Nashua, NH 3063 ",0,A charter district which is not an LEA for any federal program.,,http://asdnh.org/,2015
1,1,Academy for Urban Leadership Charter School,Independent Charter District,1,7,NJ,"612 Amboy Ave, Perth Amboy, NJ 8861 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.aulchs.org,http://www.aulchs.org/,2015
1,1,Academy for Urban Scholars Youngstown,Independent Charter District,1,7,OH,"1350 5th Ave Ste 100 106, Youngstown, OH 44504 ",6,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.ausohio.com,http://www.collegesimply.com/k12/school/academy-for-urban-scholars-youngstown-youngstown-oh-44504/,2015
1,1,ACADEMY OF ACCELERATED LEARNING INC,Independent Charter District,1,7,TX,"6711 BELLFORT ST, HOUSTON, TX 77087 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.aalinc.org/,2015
1,1,Academy of Arts and Sciences,Independent Charter District,1,7,OH,"3038 Leavitt Rd, Lorain, OH 44052 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.academyartssciences.org,http://academyartssciences.org/,2015
1,1,Academy of Building Industries  Inc.,Independent Charter District,1,7,AZ,"1547 E. Lipan Boulevard, Fort Mohave, AZ 86426 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.aobihs.com/,2015
1,1,ACADEMY OF CAREERS AND TECHNOLOGIES CHARTER SCHOOL,Independent Charter District,1,7,TX,"5503 GRISSOM RD STE 107, SAN ANTONIO, TX 78238 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.actchs.org,http://monticellohs.org/,2015
1,1,ACADEMY OF DALLAS,Independent Charter District,1,7,TX,"1030 OAK PARK, DALLAS, TX 75232 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,https://www.academyofdallas.com/,2015
1,1,Academy of Dover Charter School,Independent Charter District,1,7,DE,"104 Saulsbury Road, Dover, DE 19904 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.aodcharter.org/,http://www.aodcharter.org/,2015
1,1,Academy of Educational Excellence,Independent Charter District,1,7,OH,"4747 Heatherdowns Blvd., Toledo, OH 43614 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.aeetoledo.com/,2015
1,2,Academy Of Excellence  Inc.,Independent Charter District,1,7,AZ,"425 N 36th Street, Phoenix, AZ 85008 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.academyofexcellenceaz.com/,2015
1,1,Academy of Hope Adult PCS,Independent Charter District,1,7,DC,"601 Edgewood St NE, Washington, DC 20017 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.aohdc.org/,http://www.aohdc.org/,2015
1,1,Academy of International Studies,Independent Charter District,1,7,MI,"3056 Hanley St, Hamtramck, MI 48212 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.academyofinternationalstudies.com,http://www.academyofinternationalstudies.com/,2015
1,1,Academy of Mathematics and Science Inc. 1,Independent Charter District,1,7,AZ,"1557 West Prince Road, Tucson, AZ 85705 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.amstucson.org,http://www.amsschools.org/prince/home,2015
3,1,Academy of Mathematics and Science Inc. 2,Independent Charter District,1,7,AZ,"6633 W. Camelback Rd., Phoenix, AZ 85033 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.amsschools.org/camelback/home,2015
1,1,Academy of Mathematics and Science South  Inc.,Independent Charter District,1,7,AZ,"1557 West Prince Road, Tucson, AZ 85705 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.amsschools.org/prince/home,2015
7,0,Academy of Personalized Excellence,Independent charter district,,7,MN,"569 MONTCALM PLACE, SAINT PAUL, MN 55116 ",0,LEA for federal programs,,https://www.apexcharter.org/,2016
1,1,ACADEMY OF THE CITY CHARTER SCHOOL,Independent Charter District,1,7,NY,"31-29 60TH ST, WOODSIDE, NY 11377 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.academyofthecity.org,http://www.academyofthecity.org/,2015
1,1,Academy Of the Pacific Rim Charter Public (District),Independent Charter District,1,7,MA,"1 Westinghouse Plaza, Hyde Park, MA 2136 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.pacrim.org,http://www.pacrim.org/,2015
1,1,ACADEMY OF TRADES AND TECH,Independent Charter District,1,7,NM,"2551 KARSTEN CT SE, ALBUQUERQUE, NM 87106 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://atths.org/,2015
1,3,Academy of Tucson  Inc.,Independent Charter District,1,7,AZ,"10720 E. 22nd Street, Tucson, AZ 85748 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",bud@at.tuccoxmail.com,http://www.academyoftucson.com/high-school/high-school-home,2015
1,1,Academy of Warren,Independent Charter District,1,7,MI,"13943 EAST 8 MILE RD, WARREN, MI 48089 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.charteracademies.com/academy-of-warren/,http://www.academyofwarren.net/,2015
1,1,Academy of Waterford,Independent Charter District,1,7,MI,"3000 SASHABAW RD, WATERFORD, MI 48329 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.charteracademies.com/academy-of-waterford/index.htm,http://www.charteracademies.com/academy-of-waterford/staff-and-events/index.php?option=com_contact&view=category&catid=12,2015
1,36,Academy School District No. 20 in the county of El Paso an,Regular local school district that is NOT a component of a supervisory union,2,1,CO,"1110 CHAPEL HILLS DRIVE, COLORADO SPRINGS, CO 80920 ",0,State has charter LEAs but this LEA is not a charter LEA,www.asd20.org,https://www.asd20.org/,2015
1,1,Academy with Community Partners  Inc,Independent Charter District,1,7,AZ,"433 North Hall, Mesa, AZ 85203 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.acpathope.org/,2015
3,1,Acadia Academy,Independent charter district,,7,ME,"12 Westminster Street, Lewiston, ME 4240 ",0,LEA for federal programs,http://www.acadiaacademy.org,http://www.acadiaacademy.org/,2016
3,1,Acadiana Renaissance Charter Academy,Independent Charter District,1,7,LA,"205 Vienne, Lafayette, LA 70507 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://lafayettecharter.org/,2015
1,1,Accelerated Achievement Academy of Cincinnati,Independent Charter District,1,7,OH,"415 W Court St, Cincinnati, OH 45203 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://magicjohnsonbridgescape.com/,2015
1,1,Accelerated Elementary and Secondary Schools,Independent Charter District,1,7,AZ,"5245 N. Camino de Oeste, Tucson, AZ 85745 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.allaccelerated.org/,2015
1,4,ACCELERATED INTERMEDIATE ACADEMY,Independent Charter District,1,7,TX,"12825 SUMMIT RIDGE, HOUSTON, TX 77085 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.aiacharterschools.org,http://www.aiacharterschools.org/,2015
1,1,Accelerated Learning Center  Inc.,Independent Charter District,1,7,AZ,"4105 E. Shea Blvd, Phoenix, AZ 85028 ",0,A charter district which is not an LEA for any federal program.,,http://www.canadyalc.com/,2015
3,1,Acceleration Day and Evening Acad,Independent charter district,,7,AL,"3100 Cottage Hill Rd, Mobile, AL 36606 ",0,LEA for IDEA,http://www.maef.net,http://www.maef.net/our-work/programs/accel/,2016
1,1,Acclaim Charter School,Independent Charter District,1,7,AZ,"7624 W. Indian School Rd., Phoenix, AZ 85033 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.acclaimacademy.org/,2015
1,1,ACE Academy (SDA),Independent Charter District,1,7,MI,"330 GLENDALE ST, HIGHLAND PARK, MI 48203 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.aceacademysda.com,http://www.aceacademysda.com/,2015
1,1,ACE LEADERSHIP HIGH SCHOOL,Independent Charter District,1,7,NM,"800 20TH ST NW, ALBUQUERQUE, NM 87104 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://aceleadership.org/,2015
3,1,ACE Preparatory Academy,Independent charter district,,7,IN,"5326 Hillside Ave, Indianapolis, IN 46220 ",0,LEA for federal programs,http://aceprepacademy.org/,http://www.aceprepacademy.org/,2016
1,1,Achieve Career Preparatory Academy,Independent Charter District,1,7,OH,"301 Collingwood Blvd, Toledo, OH 43604 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.achieveprep.com,http://www.achieveprep.com/,2015
1,1,Achieve Charter Academy,Independent Charter District,1,7,MI,"3250 DENTON RD, CANTON, MI 48188 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.nhaschools.com/schools/achieve/en/pages/default.aspx,http://achieveacademy.org/,2015
1,1,ACHIEVE LANGUAGE ACADEMY,Independent Charter District,1,7,MN,"2169 STILLWATER AVE, SAINT PAUL, MN 55119 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.achievemn.org,http://www.achievemn.org/,2015
1,1,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,Independent Charter District,1,7,NY,"350 LINWOOD ST, BROOKLYN, NY 11208 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,http://www.achievementfirst.org/,2015
1,1,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,Independent Charter District,1,7,NY,"982 HEGEMAN AVE, BROOKLYN, NY 11208 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,https://www.achievementfirst.org/schools/new-york-schools/achievement-first-aspire-elementary-school/about/,2015
1,1,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Independent Charter District,1,7,NY,"2021 BERGEN ST-RM 149, BROOKLYN, NY 11233 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,http://www.achievementfirst.org/schools/new-york-schools/achievement-first-brownsville-elementary-school/about/,2015
1,1,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,Independent Charter District,1,7,NY,"1300 GREENE AVE, BROOKLYN, NY 11237 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,http://achievementfirst.org/,2015
1,1,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,Independent Charter District,1,7,NY,"1485 PACIFIC ST, BROOKLYN, NY 11213 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,http://www.achievementfirst.org/schools/new-york-schools/achievement-first-brooklyn-high-school/about/,2015
1,1,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,Independent Charter District,1,7,NY,"557 PENNSYLVANIA AVE, BROOKLYN, NY 11207 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,https://www.achievementfirst.org/schools/new-york-schools/achievement-first-east-new-york-elementary-school/about/,2015
1,1,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,Independent Charter District,1,7,NY,"510 WAVERLY AVE, BROOKLYN, NY 11238 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.achievementfirst.org,http://www.achievementfirst.org/,2015
1,1,Achievement First Hartford Ac,Independent Charter District,1,7,CT,"395 Lyme Street, Hartford, CT 6112 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,,https://www.achievementfirst.org/schools/connecticut-schools/achievement-first-hartford-academy-elementary-school/about/,2015
1,1,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,Independent Charter District,1,7,NY,"800 VAN SICLEN AVE, BROOKLYN, NY 11207 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,,http://www.achievementfirst.org/schools/new-york-schools/achievement-first-linden-elementary-school/about/,2015
1,1,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,Independent Charter District,1,7,NY,"200 WOODBINE ST, BROOKLYN, NY 11221 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,,http://www.achievementfirst.org/schools/new-york-schools/achievement-first-north-brooklyn-prep-elementary-school/about/,2015
1,2,Achievement First Rhode Island,Independent Charter District,1,7,RI,"370 Hartford Avenue, Providence, RI 2909 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.achievementfirst.org/schools/rhode-island-schools/achievement-first-providence-mayoral-academy-elementary/about/,2015
3,1,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Independent charter district,,7,NY,"15 SNYDER AVE, BROOKLYN, NY 11226 ",0,LEA for federal programs,,http://www.achievementfirst.org/schools/new-york-schools/achievement-first-voyager-middle-school/about/,2016
1,1,Achievement House CS,Independent Charter District,1,7,PA,"600 Eagleview Boulevard, Exton, PA 19341 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.achievementcharter.com/,http://www.achievementcharter.com/,2015
1,2,Achievement Prep Academy PCS,Independent Charter District,1,7,DC,"908 Wahler Pl SE, Washington, DC 20032 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.aprepacademy.org,http://achievementprep.org/,2015
1,30,Achievement School District,Regular local school district that is NOT a component of a supervisory union,2,1,TN,"710 James Robertson PW, Nashville, TN 37243 ",0,State does not have charters or state does not permit charter LEAs,,http://achievementschooldistrict.org/,2015
1,1,Ackerman Charter,Independent Charter District,1,7,CA,"13777 Bowman Rd., Auburn, CA 95603 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.bowmancharter.org,https://www.placercoe.k12.ca.us/districts/Pages/ac.aspx,2015
1,2,Acorn Montessori Charter School,Independent Charter District,1,7,AZ,"8556 East Loos Drive, Prescott Valley, AZ 86314 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.acornmontessori.com,http://acornmontessori.com/,2015
1,1,ACT Academy Cyber CS,Independent Charter District,1,7,PA,"2111 Eastburn Avenue, Philadelphia, PA 19138 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.actacademy.org,http://www.actacademy.org/,2015
1,22,Acton-Agua Dulce Unified,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"32248 N. Crown Valley Rd., Acton, CA 93510 ",2,State has charter LEAs but this LEA is not a charter LEA,www.aadusd.k12.ca.us,https://www.aadusd.k12.ca.us/,2015
1,1,Ad Prima CS,Independent Charter District,1,7,PA,"5901 Woodbine Ave, Philadelphia, PA 19135 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.adprimacharterschools.org/,2015
1,0,ADAMS 1 MAPLETON,Regional Education Service Agency (RESA),N,4,CO,"591 East 80th Avenue, Denver, CO 80229 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.mapleton.us/School/Department/20-welby-montessori-school,2015
1,53,Adams 12 Five Star Schools,Regular local school district that is NOT a component of a supervisory union,2,1,CO,"1500 E 128TH AVENUE, THORNTON, CO 80241 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.adams12.org,https://www.adams12.org/,2015
1,0,ADAMS 12 NORTHGLENN,Regional Education Service Agency (RESA),N,4,CO,"1500 East 128th Avenue, Thornton, CO 80241 ",0,State has charter LEAs but this LEA is not a charter LEA,,https://www.adams12.org/,2015
1,0,ADAMS 14 COMMERCE CITY,Regional Education Service Agency (RESA),N,4,CO,"5291 East 60th Avenue, Commerce City, CO 80022 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.adams14.org/,2015
1,0,ADAMS 27J BRIGHTON,Regional Education Service Agency (RESA),N,4,CO,"18551 East 160th Avenue, Brighton, CO 80601 ",0,State has charter LEAs but this LEA is not a charter LEA,,https://www.sd27j.org/,2015
1,0,ADAMS 50 WESTMINSTER,Regional Education Service Agency (RESA),N,4,CO,"4476 West 68th Avenue, Westminster, CO 80030 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.westminsterpublicschools.org/westminsterhs,2015
1,0,ADAMS COUNTY BOCES,Regional Education Service Agency (RESA),N,4,CO,"1400 W. 122ND AVE, WESTMINSTER, CO 80234 ",0,State has charter LEAs but this LEA is not a charter LEA,www.adamsboces.org,http://www.aboces.org/about/,2015
1,0,ADAMS-ARAP 28J AURORA,Regional Education Service Agency (RESA),N,4,CO,"15751 East First Avenue, Aurora, CO 80011 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://aurorak12.org/,2015
1,16,Adelanto Elementary,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"11824 Air Expressway, Adelanto, CA 92301 ",0,State has charter LEAs but this LEA is not a charter LEA,www.aesd.net,http://aes.aesd.net/event/day,2015
1,1,Advanced Math and Science Academy Charter (District),Independent Charter District,1,7,MA,"201 Forest Street, Marlborough, MA 1752 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.amsacs.org,http://www.amsacs.org/,2015
1,1,Advanced Technology Academy,Independent Charter District,1,7,MI,"4801 OAKMAN BLVD, DEARBORN, MI 48126 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",atafordpas.org,http://www.atafordpas.org/,2015
1,1,ADVANTAGE ACADEMY,Independent Charter District,1,7,TX,"618 W WHEATLAND RD, DUNCANVILLE, TX 75116 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.advantageisd.com,http://www.advantageacademy.org/,2015
3,1,Advantage Charter Academy,Independent Charter District,1,7,LA,"14740 Plank Rd, Baker, LA 70714 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://advantagecharteracademy.org/,2015
1,0,AEA 11 Heartland AEA,Regional Education Service Agency (RESA),N,4,IA,"6500 Corporate Dr, Johnston, IA 50131 ",0,State does not have charters or state does not permit charter LEAs,www.heartlandaea.org,http://www.heartlandaea.org/,2015
1,0,AEA 13 Green Hills AEA,Regional Education Service Agency (RESA),N,4,IA,"24997 Highway 92, Council Bluffs, IA 51502 ",0,State does not have charters or state does not permit charter LEAs,www.ghaea.org,https://www.ghaea.org/,2015
1,0,AEA 267,Regional Education Service Agency (RESA),N,4,IA,"3712 Cedar Heights Dr, Cedar Falls, IA 50613 ",0,State does not have charters or state does not permit charter LEAs,www.aea267.k12.ia.us,https://www.aea267.k12.ia.us/,2015
